no,barcode,name,description,weight,width,lenght,height,price
990,8032834222,Basic V-Neck T-Shirt,A staple v-neck t-shirt that pairs well with anything.,5279,35068,90127,66741,19.99
991,9445169700,Puzzle 3D Model Kit,3D model puzzle kit for creative builders.,20681,89198,69754,55646,22.99
992,5669230973,Multifunctional Baby Bottle Warmer,Warmer for heating baby bottles and food jars.,4732,75411,13263,55464,39.99
993,8275983576,Garden Tool Set with Carrying Bag,Complete set for garden care with a handy carrying bag.,21653,78623,8729,55980,39.99
994,1748544500,Phone Case,Rugged phone case for drop protection.,8438,45687,66524,57518,14.99
995,0954722639,Vegetarian Pizza,Frozen pizza loaded with vegetables and cheese.,9609,46785,41964,39148,5.49
996,0292246897,Digital Wireless Camera,Secure digital wireless security camera system.,4407,26334,1359,43448,199.99
997,6733821850,Electric Skillet,Versatile electric skillet for stir-frying and searing.,21910,56109,66106,5508,49.99
998,1631325299,Habanero Hot Sauce,Fiery hot sauce made with fresh habaneros and spices.,8351,47746,71081,10890,3.79
999,4399218851,Sesame Noodles,"Chilled noodles dressed in sesame sauce, ready to eat.",6475,20511,21912,86713,5.99
1000,8576109670,Honey Garlic Shrimp,"Shrimp marinated in a honey garlic sauce, ready to cook.",27941,66155,113813,93831,8.49
